ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	description
ENSDARG00000061379	901.3315336	-0.42673809	0.098563277	-4.329585037	1.49E-05	0.000724558	cmya5	cardiomyopathy associated 5 [Source:ZFIN;Acc:ZDB-GENE-070630-1]
ENSDARG00000109487	2342.776203	-0.729801024	0.168715184	-4.325639271	1.52E-05	0.00073629	crybgx	crystallin beta gamma X [Source:ZFIN;Acc:ZDB-GENE-070410-2]
ENSDARG00000017388	1104.471527	-0.577627841	0.134380942	-4.298435723	1.72E-05	0.000823597	gstt1b	glutathione S-transferase theta 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1491]
ENSDARG00000076862	248.3629233	-0.640282507	0.149074228	-4.295058341	1.75E-05	0.000833195	gask1a	golgi associated kinase 1A [Source:ZFIN;Acc:ZDB-GENE-121130-2]
ENSDARG00000012776	857.023022	-0.437327294	0.101864674	-4.293218404	1.76E-05	0.000837089	smarca1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 [Source:ZFIN;Acc:ZDB-GENE-070705-296]"
ENSDARG00000109876	318.6569776	-0.597008986	0.139445973	-4.2812924	1.86E-05	0.000875313	AL935333.1	bromodomain and WD repeat domain containing 3 [Source:NCBI gene;Acc:553209]
ENSDARG00000110061	85.18770343	-1.656997877	0.387530772	-4.27578401	1.90E-05	0.000892984	barhl1a	BarH-like homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-050417-212]
ENSDARG00000093572	1324.911755	-0.489512197	0.114488452	-4.275646902	1.91E-05	0.000892984	lamc3	"laminin, gamma 3 [Source:ZFIN;Acc:ZDB-GENE-060531-121]"
ENSDARG00000115956	7002.797432	-0.258671291	0.060523531	-4.273896254	1.92E-05	0.000896825	CABZ01044281.1	
ENSDARG00000046019	506.4815766	-0.553071121	0.129469354	-4.27183038	1.94E-05	0.000902668	snai1b	snail family zinc finger 1b [Source:ZFIN;Acc:ZDB-GENE-980526-514]
ENSDARG00000103580	86.2088381	-1.02764299	0.240731063	-4.268842482	1.96E-05	0.000912513	CABZ01110379.1	
ENSDARG00000038559	6937.333066	-0.25606198	0.059989883	-4.26841937	1.97E-05	0.00091263	h1-0	H1.0 linker histone [Source:ZFIN;Acc:ZDB-GENE-030131-337]
ENSDARG00000114346	32.98155677	-2.333151189	0.5488617	-4.25089087	2.13E-05	0.000975019	BX548019.1	ecotropic viral integration site 5b [Source:NCBI gene;Acc:553306]
ENSDARG00000113676	60.44689986	-1.348374344	0.317661291	-4.244692018	2.19E-05	0.000998879	zgc:113828	zgc:113828 [Source:ZFIN;Acc:ZDB-GENE-050913-23]
ENSDARG00000007149	1929.368558	-0.290034389	0.068414048	-4.239398161	2.24E-05	0.001019182	l1cama	"L1 cell adhesion molecule, paralog a [Source:NCBI gene;Acc:30634]"
ENSDARG00000102387	226.8971521	-0.663311031	0.156692635	-4.233198512	2.30E-05	0.001044081	slc39a14	solute carrier family 39 member 14 [Source:NCBI gene;Acc:799782]
ENSDARG00000089441	4139.003474	-0.329591901	0.077985821	-4.226305465	2.38E-05	0.001072861	si:ch211-105c13.3	si:ch211-105c13.3 [Source:ZFIN;Acc:ZDB-GENE-030131-4483]
ENSDARG00000026784	2435.968571	-0.289715621	0.068650017	-4.220182776	2.44E-05	0.001098637	robo1	"roundabout, axon guidance receptor, homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-000209-3]"
ENSDARG00000068214	24583.99201	-0.323188046	0.076680271	-4.214748364	2.50E-05	0.0011235	ccni	cyclin I [Source:ZFIN;Acc:ZDB-GENE-040426-2898]
ENSDARG00000101021	223.8002772	-0.644128036	0.153058686	-4.208372954	2.57E-05	0.001153691	slc22a5	solute carrier family 22 member 5 [Source:ZFIN;Acc:ZDB-GENE-091012-1]
ENSDARG00000073786	1774.590444	-0.412014976	0.098672851	-4.175565722	2.97E-05	0.001310832	cmbl	carboxymethylenebutenolidase homolog (Pseudomonas) [Source:ZFIN;Acc:ZDB-GENE-071004-21]
ENSDARG00000042033	152.8292082	-0.788451145	0.188859874	-4.174794411	2.98E-05	0.001313074	mettl11b	methyltransferase like 11B [Source:NCBI gene;Acc:568419]
ENSDARG00000028098	3964.696057	-0.365953203	0.087689274	-4.173294947	3.00E-05	0.001318525	fut9d	fucosyltransferase 9d [Source:ZFIN;Acc:ZDB-GENE-050309-15]
ENSDARG00000040118	7213.943587	-0.335904861	0.080520307	-4.171678849	3.02E-05	0.001322286	zgc:113232	zgc:113232 [Source:ZFIN;Acc:ZDB-GENE-050327-86]
ENSDARG00000037403	269.7890448	-0.700946823	0.168184888	-4.167715842	3.08E-05	0.00134101	hspa8b	heat shock protein family A (Hsp70) member 8b [Source:ZFIN;Acc:ZDB-GENE-121214-31]
ENSDARG00000110459	128.2792634	-0.830925578	0.199457369	-4.165930699	3.10E-05	0.001349306	cert1a	ceramide transporter 1a [Source:NCBI gene;Acc:796455]
ENSDARG00000033539	3587.72571	-0.415728835	0.099843817	-4.163791475	3.13E-05	0.001355275	paics	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase [Source:ZFIN;Acc:ZDB-GENE-030131-9762]"
ENSDARG00000102687	399.0110364	-0.507070223	0.121808279	-4.162855143	3.14E-05	0.001358604	CABZ01085139.1	
ENSDARG00000011422	1654.439868	-0.374552296	0.089988834	-4.162208586	3.15E-05	0.001360217	ryr1a	ryanodine receptor 1a (skeletal) [Source:ZFIN;Acc:ZDB-GENE-020108-2]
ENSDARG00000101407	341.4114374	-0.540969204	0.130322104	-4.151016503	3.31E-05	0.001421466	tgm1l4	transglutaminase 1 like 4 [Source:ZFIN;Acc:ZDB-GENE-050913-29]
ENSDARG00000011665	54488.15661	-0.392260466	0.094628426	-4.145270934	3.39E-05	0.001455202	aldoaa	"aldolase a, fructose-bisphosphate, a [Source:ZFIN;Acc:ZDB-GENE-030131-8369]"
ENSDARG00000022531	1836.965665	-0.349368582	0.084395648	-4.139651608	3.48E-05	0.001486451	ntn1b	netrin 1b [Source:ZFIN;Acc:ZDB-GENE-990415-168]
ENSDARG00000105278	175.2252991	-0.600215987	0.145013527	-4.139034466	3.49E-05	0.001488031	wu:fa19b12	wu:fa19b12 [Source:ZFIN;Acc:ZDB-GENE-030131-5231]
ENSDARG00000044685	997.4592639	-0.506124562	0.12254594	-4.130080196	3.63E-05	0.001544679	nr0b2a	"nuclear receptor subfamily 0, group B, member 2a [Source:ZFIN;Acc:ZDB-GENE-080403-1]"
ENSDARG00000033871	548.0775985	-0.431827927	0.104658323	-4.126073422	3.69E-05	0.001566738	derl3	derlin 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1324]
ENSDARG00000078114	1792.363587	-0.524904662	0.127356267	-4.121545605	3.76E-05	0.001595276	si:ch73-237c6.1	si:ch73-237c6.1 [Source:ZFIN;Acc:ZDB-GENE-081105-55]
ENSDARG00000111435	84.71115389	-1.058832089	0.257585144	-4.11061008	3.95E-05	0.001662007	actn2b	"actinin, alpha 2b [Source:ZFIN;Acc:ZDB-GENE-051127-39]"
ENSDARG00000037870	92935.56654	-0.371791674	0.090459908	-4.110016062	3.96E-05	0.001663618	actb2	"actin, beta 2 [Source:NCBI gene;Acc:57935]"
ENSDARG00000059714	123.709725	-0.824440927	0.200992256	-4.101854177	4.10E-05	0.001707003	arsk	"arylsulfatase family, member K [Source:NCBI gene;Acc:562412]"
ENSDARG00000010785	6892.070455	-0.344751807	0.084033346	-4.102559556	4.09E-05	0.001707003	thbs1b	thrombospondin 1b [Source:ZFIN;Acc:ZDB-GENE-020708-1]
ENSDARG00000014554	1282.768976	-0.284569946	0.069372354	-4.102065555	4.09E-05	0.001707003	ppp1r3cb	"protein phosphatase 1, regulatory subunit 3Cb [Source:NCBI gene;Acc:393807]"
ENSDARG00000068480	908.036686	-0.460107171	0.112332015	-4.095957614	4.20E-05	0.001745503	map7d2a	MAP7 domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-060526-150]
ENSDARG00000056499	2028.948106	-0.422529557	0.103793745	-4.070857615	4.68E-05	0.0019144	ca6	carbonic anhydrase VI [Source:ZFIN;Acc:ZDB-GENE-030131-7091]
ENSDARG00000109661	3435.103065	-1.983286131	0.487632085	-4.067177268	4.76E-05	0.001938836	rpl5b	ribosomal protein L5b [Source:ZFIN;Acc:ZDB-GENE-040625-93]
ENSDARG00000103755	242.91709	-1.336265805	0.329716967	-4.052766275	5.06E-05	0.002042023	si:dkeyp-4c4.1	si:dkeyp-4c4.1 [Source:ZFIN;Acc:ZDB-GENE-081104-4]
ENSDARG00000090062	1671.841569	-0.295227136	0.072849805	-4.052545308	5.07E-05	0.002042023	rac3a	Rac family small GTPase 3a [Source:ZFIN;Acc:ZDB-GENE-040718-256]
ENSDARG00000096257	31983.33815	-0.317703273	0.078452401	-4.049630966	5.13E-05	0.002054993	si:ch73-367p23.2	si:ch73-367p23.2 [Source:ZFIN;Acc:ZDB-GENE-120215-61]
ENSDARG00000011783	1942.961558	-0.263478995	0.065058693	-4.04986607	5.12E-05	0.002054993	stag2a	stromal antigen 2a [Source:ZFIN;Acc:ZDB-GENE-030131-3432]
ENSDARG00000104573	3471.065625	-0.275793833	0.068128162	-4.04816195	5.16E-05	0.002064778	slc12a2	solute carrier family 12 member 2 [Source:ZFIN;Acc:ZDB-GENE-040625-53]
ENSDARG00000110854	486.3909937	-0.579982179	0.14361585	-4.038427369	5.38E-05	0.002149072	slc25a55a	solute carrier family 25 member 55a [Source:ZFIN;Acc:ZDB-GENE-040426-2745]
ENSDARG00000053813	8.193583332	-3.634921318	0.901105585	-4.033846176	5.49E-05	0.002184775	or115-11	"odorant receptor, family F, subfamily 115, member 11 [Source:ZFIN;Acc:ZDB-GENE-070806-12]"
ENSDARG00000100052	800.5463295	-0.320587958	0.079549688	-4.030034111	5.58E-05	0.002213792	cckb	cholecystokinin b [Source:ZFIN;Acc:ZDB-GENE-060720-30]
ENSDARG00000088717	1270.722243	-0.38278754	0.095299759	-4.016668512	5.90E-05	0.002329023	ecrg4b	ECRG4 augurin precursor b [Source:NCBI gene;Acc:793804]
ENSDARG00000114185	809.4271454	-2.680146413	0.667698481	-4.014007055	5.97E-05	0.002351919	wdr44	WD repeat domain 44 [Source:NCBI gene;Acc:569045]
ENSDARG00000051762	899.3561393	-0.460430264	0.114908939	-4.006914244	6.15E-05	0.002416391	CABZ01080568.1	
ENSDARG00000110887	69.45402714	-1.142985073	0.285353086	-4.005511524	6.19E-05	0.002427143	ccdc90b	coiled-coil domain containing 90B [Source:ZFIN;Acc:ZDB-GENE-040724-162]
ENSDARG00000056938	872.9084276	-0.429544025	0.107389523	-3.999868998	6.34E-05	0.002478129	kera	keratocan [Source:NCBI gene;Acc:567017]
ENSDARG00000115084	240.1811689	-0.654300308	0.164035445	-3.988773937	6.64E-05	0.002577973	slc7a1a	solute carrier family 7 member 1a [Source:ZFIN;Acc:ZDB-GENE-091116-69]
ENSDARG00000016350	1234.592694	-0.475657765	0.119322147	-3.986332599	6.71E-05	0.00260074	cap1	"CAP, adenylate cyclase-associated protein 1 (yeast) [Source:ZFIN;Acc:ZDB-GENE-030131-6459]"
ENSDARG00000021720	1721.471973	-0.39591142	0.099346728	-3.985148058	6.74E-05	0.002606049	col7a1	"collagen, type VII, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2427]"
ENSDARG00000074201	7941.181505	-0.390183874	0.09793392	-3.984154556	6.77E-05	0.002609289	flna	"filamin A, alpha (actin binding protein 280) [Source:ZFIN;Acc:ZDB-GENE-030131-2145]"
ENSDARG00000115003	3753.093744	-0.421165169	0.105753668	-3.982511215	6.82E-05	0.002619709	BX005403.1	si:ch211-125o16.4 [Source:NCBI gene;Acc:566639]
ENSDARG00000060683	358.5560656	-0.510188709	0.128336082	-3.975411284	7.03E-05	0.002687307	lrsam1	leucine rich repeat and sterile alpha motif containing 1 [Source:ZFIN;Acc:ZDB-GENE-060526-97]
ENSDARG00000116203	63.00995736	-1.381732411	0.347967918	-3.970861503	7.16E-05	0.002723274	zgc:165604	zgc:165604 [Source:ZFIN;Acc:ZDB-GENE-070615-34]
ENSDARG00000030270	12275.74829	-0.299767436	0.075490608	-3.970923611	7.16E-05	0.002723274	tnnt3a	"troponin T type 3a (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-000322-3]"
ENSDARG00000112818	4999.603864	-0.567312528	0.144041043	-3.938547776	8.20E-05	0.0030498	rps13	ribosomal protein S13 [Source:ZFIN;Acc:ZDB-GENE-040625-52]
ENSDARG00000095615	608.2463283	-0.404827097	0.102792235	-3.938304263	8.21E-05	0.0030498	si:dkeyp-86h10.3	si:dkeyp-86h10.3 [Source:ZFIN;Acc:ZDB-GENE-100922-65]
ENSDARG00000043746	3363.274985	-0.261304121	0.066711028	-3.916955374	8.97E-05	0.003281681	nrxn3a	neurexin 3a [Source:NCBI gene;Acc:563598]
ENSDARG00000054319	2334.428606	-0.312616296	0.07981948	-3.916541371	8.98E-05	0.00328274	oxct1b	3-oxoacid CoA transferase 1b [Source:ZFIN;Acc:ZDB-GENE-060929-212]
ENSDARG00000096849	6854.731367	-0.273025537	0.06977367	-3.913016714	9.12E-05	0.003321072	si:dkey-16p21.8	si:dkey-16p21.8 [Source:ZFIN;Acc:ZDB-GENE-131121-428]
ENSDARG00000059163	16083.31359	-0.454016081	0.11611822	-3.909946963	9.23E-05	0.003345704	rbp3	retinol binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-990415-132]
ENSDARG00000116316	106.6861469	-1.008357024	0.258008435	-3.90823278	9.30E-05	0.003355622	lctla	lactase-like a [Source:ZFIN;Acc:ZDB-GENE-040718-233]
ENSDARG00000062082	1764.688401	-0.261416082	0.066909213	-3.907026707	9.34E-05	0.003367777	hipk3b	homeodomain interacting protein kinase 3b [Source:ZFIN;Acc:ZDB-GENE-030131-82]
ENSDARG00000092362	1290.658276	-0.407086361	0.104203302	-3.906655088	9.36E-05	0.003368331	hsp70.2	"heat shock cognate 70-kd protein, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-110405-1]"
ENSDARG00000001769	790.8690256	-0.361799542	0.092680594	-3.903724906	9.47E-05	0.003404724	ptpra	protein tyrosine phosphatase receptor type A [Source:ZFIN;Acc:ZDB-GENE-020107-1]
ENSDARG00000095674	59.8190442	-1.057730016	0.270987585	-3.9032416	9.49E-05	0.003406866	tmem123	transmembrane protein 123 [Source:ZFIN;Acc:ZDB-GENE-050419-69]
ENSDARG00000037410	284.583338	-0.684298672	0.175405538	-3.901237561	9.57E-05	0.003430505	med28	mediator complex subunit 28 [Source:NCBI gene;Acc:493610]
ENSDARG00000114266	106.3671331	-0.919116629	0.236060821	-3.893558555	9.88E-05	0.003521742	BX322566.2	
ENSDARG00000099425	1642.440473	-0.407682047	0.104883619	-3.886994452	0.000101493	0.003608505	CABZ01073265.1	complement factor I [Source:NCBI gene;Acc:557557]
ENSDARG00000060238	4190.315542	-0.226810462	0.058412884	-3.882884155	0.000103225	0.003665107	uacab	uveal autoantigen with coiled-coil domains and ankyrin repeats b [Source:ZFIN;Acc:ZDB-GENE-030521-32]
ENSDARG00000004830	7306.714804	-0.285110316	0.073449222	-3.881733657	0.000103714	0.003677518	flot2a	flotillin 2a [Source:NCBI gene;Acc:245698]
ENSDARG00000021787	15841.4008	-0.350302978	0.090317818	-3.878558908	0.000105077	0.003714195	abcb5	"ATP-binding cassette, sub-family B (MDR/TAP), member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-6414]"
ENSDARG00000035257	43.85654462	-1.285391497	0.33160191	-3.876309086	0.000106053	0.003730192	akr1a1a	"aldo-keto reductase family 1, member A1a (aldehyde reductase) [Source:NCBI gene;Acc:445326]"
ENSDARG00000076500	1092.983239	-0.356810608	0.092216248	-3.869281359	0.000109157	0.003823979	chgb	chromogranin B [Source:ZFIN;Acc:ZDB-GENE-070705-268]
ENSDARG00000017299	1843.950211	-0.322807258	0.083449633	-3.868288508	0.000109602	0.00382967	fabp11a	fatty acid binding protein 11a [Source:ZFIN;Acc:ZDB-GENE-040912-132]
ENSDARG00000015201	3471.327391	-0.242320357	0.062725229	-3.863204021	0.000111909	0.003899592	pcmt	protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:NCBI gene;Acc:30751]
ENSDARG00000040985	859.7353684	-0.382815313	0.099144105	-3.861200933	0.000112831	0.00392129	itgbl1	"integrin, beta-like 1 [Source:ZFIN;Acc:ZDB-GENE-050522-410]"
ENSDARG00000093823	60.23758534	-1.058896278	0.274596001	-3.856197014	0.000115165	0.003976061	si:ch211-102c2.8	si:ch211-102c2.8 [Source:ZFIN;Acc:ZDB-GENE-081104-98]
ENSDARG00000103850	403.4025638	-0.436906986	0.113287513	-3.856620877	0.000114965	0.003976061	si:cabz01021426.2	si:cabz01021426.2 [Source:ZFIN;Acc:ZDB-GENE-161017-90]
ENSDARG00000100995	67.3057809	-1.364429316	0.354471041	-3.849198262	0.000118505	0.004075301	si:dkey-16b10.1	si:dkey-16b10.1 [Source:ZFIN;Acc:ZDB-GENE-120703-53]
ENSDARG00000075014	3590.315591	-0.288066187	0.075011921	-3.84027207	0.000122898	0.004215322	sqstm1	sequestosome 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2204]
ENSDARG00000040291	2721.755977	-0.21919462	0.057091936	-3.839327148	0.000123372	0.004226053	cadm4	cell adhesion molecule 4 [Source:ZFIN;Acc:ZDB-GENE-041114-138]
ENSDARG00000074764	21.74095498	-2.036917946	0.531422503	-3.832953883	0.000126614	0.004314567	zgc:171426	zgc:171426 [Source:ZFIN;Acc:ZDB-GENE-080212-2]
ENSDARG00000091969	56.73644256	-1.238679567	0.32325062	-3.831948	0.000127133	0.004321027	gbgt1l3	"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1, like 3 [Source:ZFIN;Acc:ZDB-GENE-040912-46]"
ENSDARG00000092493	4765.289442	-0.393066213	0.102718925	-3.826619244	0.000129915	0.004398511	si:dkeyp-44a8.2	si:dkeyp-44a8.2 [Source:ZFIN;Acc:ZDB-GENE-070705-542]
ENSDARG00000116868	16.25188938	-2.38472201	0.624079429	-3.821183488	0.000132813	0.004479273	si:dkey-58b18.10	si:dkey-58b18.10 [Source:ZFIN;Acc:ZDB-GENE-070912-560]
ENSDARG00000067781	83.40967583	-0.825190877	0.216055551	-3.819345881	0.000133806	0.004495437	urp2	urotensin II-related peptide [Source:ZFIN;Acc:ZDB-GENE-110718-3]
ENSDARG00000111365	527.6873271	-0.640946067	0.167803153	-3.819630649	0.000133652	0.004495437	slc45a2	solute carrier family 45 member 2 [Source:ZFIN;Acc:ZDB-GENE-050208-97]
ENSDARG00000105341	2846.913402	-0.516700167	0.135356812	-3.817319262	0.00013491	0.004515168	si:dkey-9l20.3	si:dkey-9l20.3 [Source:ZFIN;Acc:ZDB-GENE-090313-369]
ENSDARG00000005485	3130.465552	-0.359593727	0.094197616	-3.817439765	0.000134844	0.004515168	ucmab	upper zone of growth plate and cartilage matrix associated b [Source:NCBI gene;Acc:405870]
ENSDARG00000013561	8591.542027	-0.324714226	0.08506204	-3.817381111	0.000134876	0.004515168	pgm1	phosphoglucomutase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1245]
ENSDARG00000090346	957.9493073	-0.348050405	0.091286719	-3.812716765	0.000137448	0.004590841	zmp:0000000991	zmp:0000000991 [Source:ZFIN;Acc:ZDB-GENE-130530-994]
ENSDARG00000024829	11314.47477	-0.302219183	0.079268824	-3.812585677	0.000137521	0.004590841	tnn	tenascin N [Source:ZFIN;Acc:ZDB-GENE-990415-262]
ENSDARG00000076623	4047.907592	-0.247248445	0.06494598	-3.8069861	0.000140671	0.004678146	col14a1b	"collagen, type XIV, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-030131-1985]"
ENSDARG00000097445	804.527694	-0.376213138	0.099207039	-3.792202073	0.000149317	0.004940653	si:dkey-195m11.8	si:dkey-195m11.8 [Source:ZFIN;Acc:ZDB-GENE-030131-3092]
ENSDARG00000054597	1335.82169	-0.639936757	0.169036056	-3.785800334	0.000153215	0.005050502	cnot6l	"CCR4-NOT transcription complex, subunit 6-like [Source:NCBI gene;Acc:553665]"
ENSDARG00000094210	4423.061557	-0.348796634	0.092224114	-3.782054587	0.000155539	0.005114278	fthl31	"ferritin, heavy polypeptide-like 31 [Source:ZFIN;Acc:ZDB-GENE-050522-428]"
ENSDARG00000008840	396.8798234	-0.400282849	0.105888318	-3.780236178	0.00015668	0.005138897	hmbsa	hydroxymethylbilane synthase a [Source:ZFIN;Acc:ZDB-GENE-040426-1375]
ENSDARG00000095142	322.9175351	-0.666152712	0.177427458	-3.754507441	0.000173683	0.005654169	si:ch211-208h16.4	si:ch211-208h16.4 [Source:ZFIN;Acc:ZDB-GENE-060526-98]
ENSDARG00000054911	1091.307891	-0.335927281	0.089472908	-3.754513937	0.000173678	0.005654169	tmsb	"thymosin, beta [Source:NCBI gene;Acc:402820]"
ENSDARG00000044619	1853.4971	-0.366957728	0.097780662	-3.752866074	0.000174824	0.00568428	birc2	baculoviral IAP repeat containing 2 [Source:ZFIN;Acc:ZDB-GENE-030825-6]
ENSDARG00000109372	94.93232779	-1.267634207	0.338170582	-3.748505269	0.000177892	0.005769713	mast2	microtubule associated serine/threonine kinase 2 [Source:ZFIN;Acc:ZDB-GENE-050309-150]
ENSDARG00000110299	56.49565033	-1.652884352	0.441317235	-3.745342855	0.000180148	0.005828474	myrip	myosin VIIA and Rab interacting protein [Source:NCBI gene;Acc:567049]
ENSDARG00000022101	2150.816765	-0.259433549	0.069300853	-3.743583763	0.000181414	0.005862222	obscnb	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF b [Source:ZFIN;Acc:ZDB-GENE-070119-5]"
ENSDARG00000087359	1751.116058	-0.486918207	0.130506889	-3.730977042	0.000190739	0.006133321	c3a.2	"complement component c3a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-990415-36]"
ENSDARG00000100442	690.4053301	-0.462377406	0.124047892	-3.727410423	0.000193457	0.006213128	cfh	complement factor H [Source:ZFIN;Acc:ZDB-GENE-050208-661]
ENSDARG00000020645	2386.806828	-0.230726506	0.061908253	-3.726910293	0.000193841	0.006217854	slc7a3a	solute carrier family 7 member 3a [Source:ZFIN;Acc:ZDB-GENE-041114-206]
ENSDARG00000114220	223.1801787	-0.957883863	0.257292366	-3.722939308	0.000196917	0.006308793	eif2b2	"eukaryotic translation initiation factor 2B, subunit 2 beta [Source:ZFIN;Acc:ZDB-GENE-040426-2605]"
ENSDARG00000114768	33.5331832	-1.690584347	0.455390846	-3.712381048	0.000205319	0.00652051	spns2	spinster homolog 2 (Drosophila) [Source:NCBI gene;Acc:568117]
ENSDARG00000113977	4349.32873	-0.281861658	0.075918685	-3.712678354	0.000205077	0.00652051	fthl29	"ferritin, heavy polypeptide-like 29 [Source:ZFIN;Acc:ZDB-GENE-080722-16]"
ENSDARG00000053468	5908.952761	-0.263959152	0.071100326	-3.712488602	0.000205231	0.00652051	adam10a	ADAM metallopeptidase domain 10a [Source:ZFIN;Acc:ZDB-GENE-040917-2]
ENSDARG00000112865	1277.594935	-0.335247326	0.090336922	-3.711077586	0.000206379	0.006524306	atp2b3b	ATPase plasma membrane Ca2+ transporting 3b [Source:ZFIN;Acc:ZDB-GENE-080409-2]
ENSDARG00000104267	33506.23592	-0.363825464	0.098173133	-3.705957558	0.000210594	0.006649536	postnb	"periostin, osteoblast specific factor b [Source:ZFIN;Acc:ZDB-GENE-030131-9120]"
ENSDARG00000113007	15.63042918	-2.391894206	0.645538073	-3.705272092	0.000211164	0.006659463	si:dkey-58b18.10	si:dkey-58b18.10 [Source:ZFIN;Acc:ZDB-GENE-070912-560]
ENSDARG00000111167	50.49047284	-1.775062568	0.479103056	-3.704970248	0.000211416	0.006659463	tmc2a	transmembrane channel-like 2a [Source:ZFIN;Acc:ZDB-GENE-060526-280]
ENSDARG00000017320	1680.528506	-0.312042311	0.084257268	-3.703446824	0.00021269	0.006683553	f11r.1	"F11 receptor, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2416]"
ENSDARG00000034825	423.857261	-0.545611736	0.147391278	-3.701791196	0.000214083	0.006711252	uspl1	ubiquitin specific peptidase like 1 [Source:NCBI gene;Acc:445403]
ENSDARG00000078331	225.9314523	-0.611393167	0.165299236	-3.698705339	0.000216702	0.006761043	best1	bestrophin 1 [Source:ZFIN;Acc:ZDB-GENE-110411-214]
ENSDARG00000097416	392.8196658	-0.645268406	0.174630316	-3.695053767	0.00021984	0.006834584	si:ch73-306e8.2	si:ch73-306e8.2 [Source:ZFIN;Acc:ZDB-GENE-131121-409]
ENSDARG00000045822	4735.736795	-0.273516077	0.074409055	-3.675843978	0.000237064	0.007329701	tnnt2e	"troponin T2e, cardiac [Source:ZFIN;Acc:ZDB-GENE-041210-27]"
ENSDARG00000051874	2784.112278	-0.358542801	0.097721282	-3.669034974	0.000243468	0.007498064	stra6	stimulated by retinoic acid 6 [Source:NCBI gene;Acc:724007]
ENSDARG00000069744	27.65209434	-1.993297742	0.543512965	-3.667433656	0.000244997	0.007536317	mos	v-mos Moloney murine sarcoma viral oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-040428-3]
ENSDARG00000093957	1062.940572	-0.487667578	0.132996174	-3.666778999	0.000245625	0.007546782	si:dkey-251i10.2	si:dkey-251i10.2 [Source:ZFIN;Acc:ZDB-GENE-050506-102]
ENSDARG00000058738	207.006309	-0.527316261	0.144137593	-3.658422835	0.000253772	0.007769809	si:ch211-117c9.2	si:ch211-117c9.2 [Source:ZFIN;Acc:ZDB-GENE-110408-11]
ENSDARG00000112282	20.15495759	-2.771484004	0.758266084	-3.655028309	0.000257154	0.00785501	CR774179.6	protocadherin 1 gamma 22 [Source:NCBI gene;Acc:108191476]
ENSDARG00000000189	2031.845382	-0.262273871	0.071783244	-3.653692106	0.000258496	0.00788684	sema6e	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6E [Source:ZFIN;Acc:ZDB-GENE-040724-119]"
ENSDARG00000045758	360.2127618	-0.50703376	0.138908132	-3.650137355	0.0002621	0.007987509	cracr2ab	calcium release activated channel regulator 2Ab [Source:ZFIN;Acc:ZDB-GENE-041210-94]
ENSDARG00000078069	1921.437266	-0.411888402	0.112934517	-3.647143616	0.000265172	0.008071741	rrm2	ribonucleotide reductase M2 polypeptide [Source:NCBI gene;Acc:30733]
ENSDARG00000089749	44.92379079	-1.187910229	0.325854716	-3.645521054	0.000266851	0.008104042	aqp8b	aquaporin 8b [Source:ZFIN;Acc:ZDB-GENE-080220-47]
ENSDARG00000075884	199.3074911	-0.581059566	0.159452763	-3.644085897	0.000268344	0.008139969	shprh	SNF2 histone linker PHD RING helicase [Source:ZFIN;Acc:ZDB-GENE-110512-2]
ENSDARG00000095308	180.6834543	-0.702432813	0.193094003	-3.637776422	0.000275002	0.008306987	si:ch211-215c18.3	si:ch211-215c18.3 [Source:NCBI gene;Acc:100318173]
ENSDARG00000099306	3846.066809	-0.464423171	0.127684101	-3.637282709	0.000275529	0.008309905	zgc:175088	zgc:175088 [Source:ZFIN;Acc:ZDB-GENE-080204-124]
ENSDARG00000023694	2124.971575	-0.230272093	0.063416873	-3.631085559	0.000282232	0.008502267	spon1b	spondin 1b [Source:ZFIN;Acc:ZDB-GENE-000427-10]
ENSDARG00000112006	149.7335363	-0.673381669	0.185810882	-3.624016324	0.000290063	0.008718179	b4galnt4a	"beta-1,4-N-acetyl-galactosaminyl transferase 4a [Source:ZFIN;Acc:ZDB-GENE-100422-4]"
